#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (03-2024 - 02-2026),SV Forecasting trend (03-2026 - 03-2027),Category
514,intrinsic value of microsoft,us,3,20,,,msft intrinsic value,2025-12-25 12:07:30,"People also ask,Sitelinks",50,200,250,2016-10-30,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
515,intrinsic value films,us,,20,,,,,,20,,,2016-09-10,"Informational,Branded,Non-local",English,,,Arts and Entertainment/Entertainment Industry/Film and TV Industry; Arts and Entertainment/Movies
516,intrinsic value of stock website,us,13,20,0.90,,intrinsic value calculator,2026-01-02 18:04:56,"Sitelinks,People also ask",40,1400,4500,2020-03-17,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
517,mastercard intrinsic value dcf,us,,20,,,,,,20,,,2025-06-19,,,,,
518,stocks trading below intrinsic value april 2025,us,,10,,,,,,10,,,2025-04-05,,,,,
519,vst stock intrinsic value,us,,10,,,,,,10,,,2025-02-28,,,,,
520,intrinsic vs instrumental value example,us,,10,,,,,,10,,,2019-12-15,,,,,
521,arista networks intrinsic value,us,,10,,,,,,10,,,2022-10-10,,,,,
522,wipro intrinsic value,us,,10,,,,,,250,,,2020-03-25,,,,,
523,nhpc intrinsic value,us,,10,,,,,,150,,,2020-12-18,,,,,
524,hcl technologies intrinsic value,us,,10,,,,,,30,,,2020-08-28,,,,,
525,dell stock intrinsic value,us,,10,,,,,,10,,,2024-03-04,,,,,
526,webull intrinsic value,us,,10,,,,,,10,,,2025-05-12,,,,,
527,grab holdings intrinsic value analysis,us,,10,,,,,,10,,,2025-05-04,,,,,
528,preferred stock intrinsic value formula,us,,10,,,,,,10,,,2023-05-16,,,,,
529,fiat money intrinsic value,us,,10,,,,,,20,,,2015-11-25,"Informational,Non-branded,Non-local",English,,,Finance
530,intrinsic value environmental ethics,us,,10,,,,,,10,,,2015-09-28,,,,,
531,exxon mobil xom fair value intrinsic value 2026,us,,10,,,,,,20,,,2026-02-13,,,,,
532,intrinsic value of tsm,us,,10,,,,,,10,,,2021-03-17,,,,,
533,amc stock intrinsic value,us,,10,,,,,,10,,,2021-02-01,,,,,
534,fiserv valuation intrinsic value,us,,10,,,,,,10,,,2026-01-13,,,,,
535,microsoft msft intrinsic value estimate,us,,10,,,,,,10,,,2025-05-01,,,,,
536,amazon amzn intrinsic value estimate 2025,us,,10,,,,,,10,,,2025-04-24,,,,,
537,dg intrinsic value,us,,10,,,,,,10,,,2023-06-13,,,,,
538,alphabet googl intrinsic value gurufocus,us,,10,,,,,,10,,,2025-04-25,,,,,
539,warren buffett intrinsic value,us,0,10,,,warren buffett value investing formula,2026-03-10 12:18:17,"AI Overview,Video preview,Thumbnail,Sitelinks,People also ask,Top stories",20,10,10,2015-11-26,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
540,chipotle intrinsic value,us,,10,,,,,,20,,,2020-04-22,,,,,
541,intrinsic value of an ecosystem,us,,10,,,,,,10,,,2018-03-03,,,,,
542,intrinsic value of call option definition,us,,10,,,,,,10,,,2025-08-21,,,,,
543,freeport-mcmoran intrinsic value 2026,us,,10,,,,,,10,,,2026-02-13,,,,,
544,intrinsic value of asml,us,,10,,,,,,10,,,2023-09-27,,,,,
545,intrinsic value and time value,us,1,10,,,intrinsic value,2026-03-14 19:26:09,"AI Overview,Thumbnail,Video preview,People also ask,Sitelinks",30,700,1300,2015-12-09,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
546,alphabet googl intrinsic value estimate 2025,us,,10,,,,,,10,,,2025-04-26,,,,,
547,moh intrinsic value,us,,10,,,,,,10,,,2025-09-24,,,,,
548,amzn intrinsic value analysis,us,,10,,,,,,10,,,2025-04-09,,,,,
549,intrinsic value meaning in economics,us,,10,,,,,,30,,,2018-11-18,,,,,
550,nvidia intrinsic value gurufocus,us,,10,,,,,,10,,,2025-04-05,,,,,
551,mfs international intrinsic value fund,us,0,10,,,mfs international intrinsic value,2026-02-05 08:00:42,"Knowledge card,Knowledge panel",10,20,20,2019-07-12,"Informational,Branded,Non-local",English,,,Finance/Investing/Funds
552,sofi technologies intrinsic value estimate,us,,10,,,,,,10,,,2025-04-27,,,,,
553,goog intrinsic value estimate,us,,10,,,,,,10,,,2025-05-01,,,,,
554,intrinsic value calculator online,us,,10,,1.56,,,,20,,,2015-09-25,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
555,stock intrinsic value calculation,us,4,10,,,intrinsic value of stock,2026-03-15 14:29:06,"AI Overview,Video preview,Thumbnail,Sitelinks,People also ask",10,450,1000,2019-04-29,"Informational,Non-branded,Non-local",English,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 19, 6, 19, 3, 8, 4, 2, 0, 2, 1, 6",0,Finance/Investing/Stocks and Bonds
556,microsoft intrinsic value dcf analysis 2025,us,,10,,,,,,10,,,2025-04-22,,,,,
557,sbux intrinsic value,us,0,10,,,starbucks valuation,2026-01-02 04:27:01,"AI Overview,Thumbnail,People also ask,Sitelinks",20,30,60,2015-09-28,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
558,comcast intrinsic value,us,,10,,,,,,10,,,2020-04-19,,,,,
559,what is the intrinsic value of an ecosystem,us,,10,,,,,,10,,,2021-01-21,,,,,
560,tsla intrinsic value analysis,us,,10,,,,,,10,,,2025-06-01,,,,,
561,amazon intrinsic value calculation,us,,10,,,,,,10,,,2025-03-18,,,,,
562,voo intrinsic value,us,,10,,,,,,20,,,2018-07-20,,,,,
563,instrumental and intrinsic value,us,,10,,,,,,30,,,2015-09-10,"Informational,Non-branded,Non-local",English,,,Jobs and Education/Education/Academic Conferences and Publications; Jobs and Education/Education/Teaching and Classroom Resources
564,what does intrinsic value mean?,us,,10,,,,,,10,,,2020-04-18,,,,,
565,put option intrinsic value,us,2,10,,,intrinsic value options,2025-12-29 18:18:39,"AI Overview,Thumbnail,People also ask,Sitelinks",20,700,1400,2017-12-03,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
566,anf intrinsic value,us,,10,,,,,,10,,,2016-01-21,,,,,
567,united healthcare intrinsic value,us,,10,,,,,,10,,,2025-05-08,,,,,
568,intrinsic value of a put,us,0,10,,,intrinsic value options,2025-12-26 02:12:29,"AI Overview,Thumbnail,People also ask,Video preview",20,700,1400,2016-05-03,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
569,intrinsic value of alphabet,us,,10,,,,,,20,,,2022-02-02,,,,,
570,mcd intrinsic value,us,,10,,,,,,10,,,2016-01-05,,,,,
571,what is the intrinsic value of meta,us,,10,,,,,,10,,,2022-12-30,,,,,
572,tsla intrinsic value dcf,us,,10,,,,,,10,,,2025-06-11,,,,,
573,option premium intrinsic value time value,us,6,10,,,intrinsic value options,2025-12-22 05:50:39,"Sitelinks,People also ask",10,700,1400,2025-04-02,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
574,google stock intrinsic value 2025,us,,10,,,,,,10,,,2025-03-31,,,,,
575,tsmc intrinsic value 2025,us,,10,,,,,,10,,,2025-05-08,,,,,
576,hindustan unilever intrinsic value,us,,10,,,,,,60,,,2020-03-19,,,,,
577,intrinsic value of amzn,us,,10,,,,,,20,,,2020-03-27,,,,,
578,intrinsic value?,us,,10,,,,,,10,,,2016-09-24,,,,,
579,vrt intrinsic value,us,,10,,,,,,10,,,2024-06-06,,,,,
580,ireda intrinsic value,us,,10,,,,,,150,,,2023-12-06,,,,,
581,tesla dcf valuation intrinsic value tsla,us,,10,,,,,,10,,,2025-05-13,,,,,
582,what is intrinsic value of a person,us,,10,,,,,,10,,,2017-01-24,,,,,
583,ola electric mobility intrinsic value dcf,us,,10,,,,,,10,,,2025-05-05,,,,,
584,target stock intrinsic value,us,,10,,,,,,20,,,2022-05-21,,,,,
585,cmcsa intrinsic value,us,,10,,,,,,10,,,2018-08-19,,,,,
586,philip morris intrinsic value analysis,us,,10,,,,,,10,,,2025-05-22,,,,,
587,apple intrinsic value analysis 2025,us,,10,,,,,,10,,,2025-04-13,,,,,
588,alpha spread cava intrinsic value,us,,10,,,,,,10,,,2025-04-28,,,,,
589,palantir technologies pltr intrinsic value,us,,10,,,,,,10,,,2025-04-23,,,,,
590,intrinsic value meaning in options,us,,10,,,,,,20,,,2022-08-16,,,,,
591,intrinsic value amazon,us,,10,,,,,,20,,,2019-07-12,,,,,
592,calculate stock intrinsic value,us,,10,,,,,,10,,,2016-12-12,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
593,benjamin graham intrinsic value calculation,us,,10,,,,,,10,,,2025-03-15,,,,,
594,what is the intrinsic value of google stock,us,,10,,,,,,20,,,2022-11-09,,,,,
595,tesla intrinsic value calculation,us,,10,,,,,,10,,,2025-03-11,,,,,
596,nike nke intrinsic value estimate,us,,10,,,,,,10,,,2025-04-15,,,,,
597,opendoor intrinsic value,us,,10,,,,,,10,,,2025-07-21,,,,,
598,intrinsic value tesla,us,,10,,,,,,30,,,2020-03-23,,,,,
599,ongc intrinsic value,us,,10,,,,,,250,,,2020-03-27,,,,,
600,lrcx intrinsic value,us,,10,,,,,,10,,,2024-05-30,,,,,
601,intrinsic value nature,us,,10,,,,,,20,,,2017-07-23,"Informational,Non-branded,Non-local",English,,,Science/Ecology and Environment
602,c3.ai intrinsic value,us,,10,,,,,,10,,,2025-06-03,,,,,
603,tesla tsla intrinsic value,us,,10,,,,,,10,,,2025-04-22,,,,,
604,nvidia nvda intrinsic value 2025,us,,10,,,,,,10,,,2025-04-21,,,,,
605,apple aapl intrinsic value estimate 2025,us,,10,,,,,,10,,,2025-05-01,,,,,
606,meta platforms intrinsic value estimate 2025,us,,10,,,,,,20,,,2025-04-27,,,,,
607,berkshire hathaway intrinsic value estimate 2026,us,,10,,,,,,10,,,2026-01-08,,,,,
608,hdfc bank intrinsic value projected fcf,us,,10,,,,,,10,,,2025-04-22,,,,,
609,xrp intrinsic value,us,,10,,,,,,20,,,2021-05-17,,,,,
610,alphabet intrinsic value dcf estimate,us,,10,,,,,,10,,,2025-06-20,,,,,
611,amzn intrinsic value estimate,us,,10,,,,,,10,,,2025-04-15,,,,,
612,nu stock intrinsic value,us,,10,,,,,,10,,,2024-12-02,,,,,
613,berkshire hathaway brk.b intrinsic value 2025,us,,10,,,,,,10,,,2025-05-04,,,,,
614,adani power intrinsic value,us,,10,,,,,,300,,,2021-02-09,,,,,
615,intrinsic value philosophy definition,us,10,10,,,,,,20,,,2015-12-03,"Informational,Non-branded,Non-local",English,,,Reference/Humanities/Philosophy
616,sofi technologies intrinsic value analysis,us,,10,,,,,,10,,,2025-04-08,,,,,
617,how to calculate intrinsic value of call option,us,,10,,,,,,20,,,2020-02-07,,,,,
618,carta aggregate intrinsic value definition,us,,10,,,,,,10,,,2025-11-06,,,,,
619,intrinsic value of an option definition,us,,10,,,,,,10,,,2017-05-03,,,,,
620,intrinsic value vs instrumental value environment,us,,10,,,,,,20,,,2017-04-07,,,,,
621,rocket lab intrinsic value,us,,10,,,,,,20,,,2024-09-19,,,,,
622,reliance industries intrinsic value calculation,us,,10,,,,,,10,,,2025-04-08,,,,,
623,servicenow intrinsic value,us,,10,,,,,,20,,,2024-03-01,,,,,
624,microsoft intrinsic value analysis 2025,us,,10,,,,,,10,,,2025-04-25,,,,,
625,what is a intrinsic value,us,,10,,,,,,20,,,2016-12-07,,,,,
626,hdfc bank intrinsic value calculation,us,,10,,,,,,10,,,2025-04-08,,,,,
627,airbnb intrinsic value,us,0,10,,,nasdaq: abnb,2026-01-06 23:53:03,People also ask,10,20,40,2020-12-30,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
628,ups intrinsic value 2025,us,,10,,,,,,10,,,2025-08-27,,,,,
629,asml intrinsic value analysis 2025,us,,10,,,,,,10,,,2025-05-10,,,,,
630,no intrinsic value meaning,us,,10,,,,,,40,,,2021-03-07,,,,,
631,pltr intrinsic value estimate,us,,10,,,,,,10,,,2025-05-24,,,,,
632,intrinsic value stock formula,us,,10,,,,,,10,,,2020-06-19,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
633,dixon technologies intrinsic value,us,,10,,,,,,40,,,2021-02-13,,,,,
634,the trade desk intrinsic value analysis,us,,10,,,,,,10,,,2025-08-08,,,,,
635,boeing intrinsic value,us,,10,,,,,,20,,,2018-10-24,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
636,pepsi intrinsic value,us,,10,,,,,,10,,,2023-10-16,,,,,
637,intrinsic value environment,us,,10,,0.4,,,,10,,,2015-09-24,"Informational,Non-branded,Non-local",English,"10, 0, 1, 1, 2, 2, 16, 15, 16, 20, 16, 14, 7, 1, 6, 1, 5, 2, 6, 6, 10, 4, 4, 4",5,Reference/Humanities/Philosophy
638,options intrinsic value calculator,us,,10,,,,,,10,,,2018-10-29,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Derivatives
639,gm intrinsic value,us,0,10,,,general motors valuation,2026-03-17 05:22:02,People also ask,10,20,20,2017-05-15,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
640,kpi green energy intrinsic value,us,,10,,,,,,40,,,2024-09-27,,,,,
641,berkshire hathaway intrinsic value analysis 2025,us,,10,,,,,,10,,,2025-04-10,,,,,
642,intrinsic value of equity formula,us,12,10,,,intrinsic value formula,2025-12-27 00:22:03,"Sitelinks,People also ask",10,700,1400,2016-08-01,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
643,microsoft msft intrinsic value valueinvesting.io,us,,10,,,,,,10,,,2025-05-01,,,,,
644,intrinsic value definition investing,us,,10,,,,,,10,,,2025-03-31,,,,,
645,rgti intrinsic value,us,,10,,,,,,20,,,2024-12-20,,,,,
646,time value intrinsic value,us,,10,,,,,,10,,,2016-10-13,,,,,
647,intrinsic stock value formula,us,,10,,,,,,10,,,2018-11-29,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
648,tesla intrinsic value calculation 2025,us,,10,,,,,,10,,,2025-03-14,,,,,
649,intrinsic value of amd stock,us,,10,,,,,,20,,,2023-04-10,,,,,
650,salesforce intrinsic value estimate,us,,10,,,,,,10,,,2025-07-27,,,,,
651,kalyan jewellers intrinsic value,us,,10,,,,,,100,,,2023-09-03,,,,,
652,intrinsic value of the environment,us,,10,,,,,,10,,,2015-10-20,"Informational,Non-branded,Non-local",English,,,Science/Ecology and Environment
653,intrinsic value fizz stock,us,,10,,,,,,10,,,2025-11-21,,,,,
654,tmus intrinsic value,us,,10,,,,,,10,,,2021-03-23,,,,,
655,apple stock intrinsic value 2025,us,,10,,,,,,10,,,2025-04-05,,,,,
656,dividend discount model formula intrinsic value,us,,10,,,,,,10,,,2025-03-19,,,,,
657,time value vs intrinsic value options,us,,10,,,,,,10,,,2022-05-03,,,,,
658,what is intrinsic value in environmental science,us,,10,,,,,,10,,,2017-03-27,,,,,
659,meta platforms intrinsic value dcf,us,,10,,,,,,10,,,2025-04-21,,,,,
660,hdfc bank intrinsic value estimate,us,,10,,,,,,10,,,2025-05-23,,,,,
661,intc stock intrinsic value,us,,10,,,,,,10,,,2019-12-04,,,,,
662,extrinsic value vs intrinsic,us,,10,,,,,,10,,,2016-02-09,,,,,
663,nvidia nvda intrinsic value analysis 2025,us,,10,,,,,,10,,,2025-04-15,,,,,
664,amazon amzn intrinsic value analysis,us,,10,,,,,,10,,,2025-04-04,,,,,
665,ryerson holding intrinsic value,us,,10,,,,,,10,,,2025-08-31,,,,,
666,johnson & johnson intrinsic value estimate,us,,10,,,,,,10,,,2025-05-14,,,,,
667,palantir intrinsic value estimate 2025,us,,10,,,,,,10,,,2025-05-22,,,,,
668,amazon intrinsic value dcf,us,,10,,,,,,10,,,2025-04-06,,,,,
669,the intrinsic value of an ecosystem,us,0,10,,,the intrinsic value of an ecosystem,2025-12-25 15:42:23,"AI Overview,Sitelinks,People also ask",10,0,0,2017-12-05,"Informational,Non-branded,Non-local",English,,,Science/Ecology and Environment
670,asml intrinsic value estimate 2025,us,,10,,,,,,10,,,2025-05-06,,,,,
671,verizon intrinsic value,us,0,10,,,vz intrinsic value,2026-02-15 13:08:16,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",10,20,20,2017-07-20,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
672,intrinsic extrinsic value,us,,10,,,,,,20,,,2017-10-11,"Informational,Non-branded,Non-local",English,,,Reference/Humanities/Philosophy
673,how does warren buffett calculate intrinsic value,us,3,10,,,warren buffett intrinsic value formula,2025-12-01 09:54:47,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories,Video preview",10,50,70,2016-03-15,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
674,company intrinsic value,us,,10,,,,,,10,,,2017-07-19,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
675,peter lynch intrinsic value formula,us,,10,,,,,,20,,,2021-12-31,,,,,
676,intrinsic value money,us,19,10,,,intrinsic value,2026-01-08 00:19:44,"AI Overview,Thumbnail,Sitelinks,People also ask",20,2000,8500,2015-12-03,"Informational,Non-branded,Non-local",English,,,Finance/Investing
677,intrinsic value apple stock,us,,10,,,,,,10,,,2021-03-20,,,,,
678,lululemon stock intrinsic value,us,,10,,,,,,10,,,2024-05-22,,,,,
679,what is intrinsic and extrinsic value in options,us,,10,,,,,,30,,,2020-07-27,,,,,
680,dollar general intrinsic value,us,,10,,,,,,10,,,2022-09-24,,,,,
681,pg stock intrinsic value,us,,10,,,,,,10,,,2021-03-19,,,,,
682,intrinsic value of share meaning,us,,10,,,,,,150,,,2020-01-16,,,,,
683,amd intrinsic value calculation,us,,10,,,,,,10,,,2025-04-07,,,,,
684,intel intc intrinsic value estimate,us,,10,,,,,,10,,,2025-05-09,,,,,
685,pfizer intrinsic value 2025,us,,10,,,,,,10,,,2025-05-21,,,,,
686,stocks trading below intrinsic value india,us,,10,,,,,,10,,,2025-05-25,,,,,
687,pdd intrinsic value,us,,10,,,,,,30,,,2021-03-24,,,,,
688,south indian bank intrinsic value,us,,10,,,,,,100,,,2020-01-14,,,,,
689,hindustan zinc intrinsic value,us,,10,,,,,,100,,,2020-10-20,,,,,
690,how to calculate the intrinsic value of an option,us,,10,,,,,,10,,,2020-02-27,,,,,
691,gold has no intrinsic value,us,2,10,,,does gold have intrinsic value,2025-11-25 18:58:31,"AI Overview,Thumbnail,Sitelinks,People also ask",20,50,50,2016-03-18,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Commodities and Futures Trading
692,itc ltd intrinsic value,us,,10,,,,,,20,,,2025-03-09,,,,,
693,intrinsic value defined,us,,10,,,,,,10,,,2021-04-23,"Informational,Non-branded,Non-local",English,,,Finance/Investing
694,fnma intrinsic value,us,,10,,,,,,10,,,2025-01-12,,,,,
695,amazon stock intrinsic value 2025,us,,10,,,,,,10,,,2025-04-03,,,,,
696,intrinsic value formula stock,us,12,10,1.00,,intrinsic value formula,2026-01-05 23:03:34,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Top stories",10,700,1300,2016-09-20,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
697,what intrinsic value,us,,10,,,,,,20,,,2020-12-23,"Informational,Non-branded,Non-local",English,,,Finance/Investing
698,time value and intrinsic value of options,us,,10,,,,,,10,,,2016-03-15,,,,,
699,ola electric intrinsic value,us,,10,,,,,,150,,,2024-08-22,,,,,
700,manpowergroup intrinsic value,us,,10,,,,,,10,,,2025-06-17,,,,,
701,adani green energy intrinsic value,us,,10,,,,,,80,,,2024-11-14,,,,,
702,intrinsic vs extrinsic value definition,us,,10,,,,,,10,,,2015-12-11,,,,,
703,intrinsic value in finance,us,,10,,,,,,30,,,2017-04-21,,,,,
704,home depot intrinsic value,us,0,10,,,home depot intrinsic value,2026-03-15 18:47:02,"People also ask,Video preview",20,10,10,2018-01-17,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
705,uipath intrinsic value,us,,10,,,,,,20,,,2021-05-18,,,,,
706,bond intrinsic value formula,us,,10,,,,,,10,,,2015-10-09,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
707,cochin shipyard intrinsic value,us,,10,,,,,,100,,,2021-06-29,,,,,
708,ashok leyland intrinsic value,us,,10,,,,,,100,,,2020-03-13,,,,,
709,intrinsic value refers to,us,3,10,,,intrinsic value,2026-01-02 09:09:42,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories",20,2100,5700,2020-12-06,"Informational,Non-branded,Non-local",English,,,Finance/Investing
710,unh intrinsic value calculation,us,,10,,,,,,10,,,2025-05-11,,,,,
